ward_no,zone,population,centroid_lat,centroid_lon,timestamp,temperature_c,relative_humidity_pct,wind_speed_ms,solar_radiation_wm2,apparent_temp_c,uhi_offset_c,adjusted_temp_c,HI_celsius,WBGT_celsius,UTCI_celsius,WardRiskScore,RiskTier
W39,South-West Zone,12716,20.28183370534078,85.82141500641647,2026-09-01T11:00,28.8,76,14.0,334.0,32.9,0.6,29.4,34.9,27.1,,0.496,Yellow
W39,South-West Zone,12716,20.28183370534078,85.82141500641647,2026-09-01T12:00,29.2,74,14.8,340.0,33.2,0.6,29.8,35.5,27.2,,0.511,Orange
W39,South-West Zone,12716,20.28183370534078,85.82141500641647,2026-09-01T13:00,29.6,72,15.2,360.0,33.4,0.6,30.2,36.0,27.4,,0.525,Orange
W39,South-West Zone,12716,20.28183370534078,85.82141500641647,2026-09-01T14:00,29.8,71,14.8,363.0,33.7,0.6,30.4,36.3,27.5,,0.532,Orange
W39,South-West Zone,12716,20.28183370534078,85.82141500641647,2026-09-01T15:00,29.5,74,13.2,394.0,34.0,0.6,30.1,36.3,27.6,,0.534,Orange
W39,South-West Zone,12716,20.28183370534078,85.82141500641647,2026-09-01T16:00,29.0,80,10.9,270.0,34.2,0.6,29.6,36.5,27.7,,0.542,Orange
W39,South-West Zone,12716,20.28183370534078,85.82141500641647,2026-09-01T17:00,28.4,84,9.3,115.0,34.1,0.6,29.0,35.6,27.5,,0.522,Orange
W39,South-West Zone,12716,20.28183370534078,85.82141500641647,2026-09-01T18:00,27.8,86,8.1,6.0,33.6,0.6,28.4,34.3,27.0,,0.486,Yellow
W39,South-West Zone,12716,20.28183370534078,85.82141500641647,2026-09-01T19:00,27.2,88,7.2,0.0,32.8,0.6,27.8,33.0,26.7,,0.452,Yellow
W39,South-West Zone,12716,20.28183370534078,85.82141500641647,2026-09-01T20:00,26.7,89,7.0,0.0,32.1,0.6,27.3,31.7,26.3,,0.419,Yellow
W39,South-West Zone,12716,20.28183370534078,85.82141500641647,2026-09-01T21:00,26.5,90,7.8,0.0,31.9,0.6,27.1,31.4,26.2,,0.41,Yellow
W39,South-West Zone,12716,20.28183370534078,85.82141500641647,2026-09-01T22:00,26.5,91,9.3,0.0,31.7,0.6,27.1,31.5,26.3,,0.416,Yellow
W39,South-West Zone,12716,20.28183370534078,85.82141500641647,2026-09-01T23:00,26.5,91,10.2,0.0,31.6,0.6,27.1,31.5,26.3,,0.416,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T00:00,26.9,95,9.0,0.0,32.9,0.41,27.3,32.9,26.9,,0.46,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T01:00,26.9,95,10.7,0.0,32.7,0.41,27.3,32.9,26.9,,0.46,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T02:00,26.9,93,12.0,0.0,32.3,0.41,27.3,32.5,26.7,,0.446,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T03:00,26.5,92,12.4,0.0,31.5,0.41,26.9,31.2,26.2,,0.408,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T04:00,26.3,91,11.4,0.0,31.1,0.41,26.7,30.5,25.9,,0.385,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T05:00,26.3,90,11.1,0.0,31.0,0.41,26.7,30.3,25.8,,0.379,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T06:00,26.9,88,11.1,42.0,31.7,0.41,27.3,31.6,26.2,,0.414,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T07:00,28.3,82,13.0,212.0,33.1,0.41,28.7,34.3,27.0,,0.485,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T08:00,29.5,77,16.0,416.0,33.9,0.41,29.9,36.6,27.7,,0.543,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T09:00,30.5,74,15.7,616.0,35.5,0.41,30.9,38.6,28.4,,0.599,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T10:00,31.3,73,13.5,708.0,37.5,0.41,31.7,40.6,29.1,,0.656,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T11:00,31.6,71,11.5,738.0,38.1,0.41,32.0,40.8,29.2,,0.663,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T12:00,28.8,85,13.5,469.0,34.3,0.41,29.2,36.5,27.9,,0.55,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T13:00,29.2,83,7.0,451.0,35.7,0.41,29.6,37.3,28.2,,0.572,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T14:00,30.0,84,5.3,346.0,37.3,0.41,30.4,40.2,29.0,,0.649,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T15:00,29.4,88,4.6,297.0,36.9,0.41,29.8,39.4,28.9,,0.63,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T16:00,26.9,92,8.7,171.0,32.6,0.41,27.3,32.3,26.6,,0.443,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T17:00,26.7,94,0.4,61.0,33.8,0.41,27.1,32.1,26.7,,0.443,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T18:00,26.8,95,4.6,6.0,33.5,0.41,27.2,32.6,26.8,,0.452,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T19:00,26.5,97,8.5,0.0,32.6,0.41,26.9,32.1,26.7,,0.44,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T20:00,26.2,97,8.8,0.0,32.1,0.41,26.6,30.2,26.4,,0.402,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T21:00,26.1,97,8.7,0.0,31.9,0.41,26.5,29.9,26.3,,0.394,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T22:00,26.0,97,9.5,0.0,31.7,0.41,26.4,29.6,26.2,,0.385,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-28T23:00,26.1,97,8.7,0.0,31.9,0.41,26.5,29.9,26.3,,0.394,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T00:00,26.2,97,8.8,0.0,32.0,0.41,26.6,30.2,26.4,,0.402,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T01:00,26.2,96,8.3,0.0,32.1,0.41,26.6,30.1,26.3,,0.397,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T02:00,26.3,96,8.7,0.0,32.1,0.41,26.7,31.3,26.4,,0.417,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T03:00,25.2,98,11.7,0.0,30.1,0.41,25.6,27.2,25.5,,0.323,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T04:00,25.5,98,9.7,0.0,30.8,0.41,25.9,28.1,25.8,,0.348,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T05:00,25.7,97,10.1,0.0,31.1,0.41,26.1,28.6,25.9,,0.36,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T06:00,26.2,98,8.6,28.0,32.1,0.41,26.6,30.3,26.5,,0.408,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T07:00,26.9,97,6.8,106.0,33.6,0.41,27.3,33.3,27.1,,0.476,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T08:00,28.2,92,7.8,250.0,34.9,0.41,28.6,36.5,28.0,,0.554,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T09:00,29.4,83,9.4,428.0,35.6,0.41,29.8,37.9,28.3,,0.586,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T10:00,29.8,82,9.3,419.0,36.0,0.41,30.2,38.9,28.6,,0.612,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T11:00,29.7,80,10.1,309.0,35.5,0.41,30.1,38.0,28.2,,0.584,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T12:00,29.9,78,11.3,323.0,35.4,0.41,30.3,38.0,28.2,,0.584,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T13:00,30.2,76,11.7,333.0,35.5,0.41,30.6,38.3,28.3,,0.591,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T14:00,30.2,77,9.6,258.0,36.0,0.41,30.6,38.6,28.4,,0.599,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T15:00,30.3,77,9.5,240.0,36.1,0.41,30.7,38.9,28.4,,0.607,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T16:00,29.2,85,9.0,113.0,35.6,0.41,29.6,37.8,28.2,,0.581,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T17:00,27.1,95,7.2,53.0,33.6,0.41,27.5,33.6,27.1,,0.478,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T18:00,26.8,97,10.2,1.0,32.9,0.41,27.2,33.0,27.0,,0.465,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T19:00,26.7,97,8.2,0.0,33.0,0.41,27.1,32.7,26.9,,0.456,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T20:00,26.4,97,8.8,0.0,32.4,0.41,26.8,31.8,26.6,,0.431,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T21:00,26.3,97,7.8,0.0,32.4,0.41,26.7,31.5,26.5,,0.423,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T22:00,26.1,97,8.3,0.0,32.0,0.41,26.5,29.9,26.3,,0.394,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-29T23:00,24.9,99,12.5,0.0,29.7,0.41,25.3,26.3,25.2,,0.302,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T00:00,25.1,99,8.3,0.0,30.6,0.41,25.5,26.9,25.4,,0.319,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T01:00,25.4,99,9.6,0.0,30.7,0.41,25.8,27.8,25.8,,0.344,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T02:00,25.6,98,9.7,0.0,31.1,0.41,26.0,28.4,25.9,,0.356,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T03:00,25.8,97,9.8,0.0,31.3,0.41,26.2,28.9,26.0,,0.368,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T04:00,25.8,97,8.1,0.0,31.5,0.41,26.2,28.9,26.0,,0.368,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T05:00,25.7,99,9.0,0.0,31.3,0.41,26.1,28.7,26.1,,0.369,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T06:00,25.8,98,7.9,18.0,31.7,0.41,26.2,29.0,26.1,,0.373,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T07:00,26.3,95,8.3,63.0,32.1,0.41,26.7,31.1,26.3,,0.412,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T08:00,26.2,95,9.7,116.0,31.8,0.41,26.6,30.0,26.2,,0.394,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T09:00,26.1,93,7.8,155.0,31.5,0.41,26.5,29.6,25.9,,0.376,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T10:00,26.9,93,7.2,197.0,33.0,0.41,27.3,32.5,26.8,,0.45,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T11:00,26.8,93,8.5,156.0,32.6,0.41,27.2,32.2,26.6,,0.441,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T12:00,28.0,89,7.9,345.0,34.1,0.41,28.4,35.0,27.5,,0.515,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T13:00,29.0,83,10.7,334.0,34.7,0.41,29.4,36.7,27.8,,0.551,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T14:00,29.6,79,12.1,389.0,34.8,0.41,30.0,37.4,28.0,,0.568,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T15:00,29.9,76,13.0,333.0,34.9,0.41,30.3,37.4,28.0,,0.567,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T16:00,29.6,78,12.7,221.0,34.6,0.41,30.0,37.1,27.9,,0.558,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T17:00,29.0,81,9.0,110.0,34.7,0.41,29.4,36.2,27.6,,0.533,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T18:00,28.1,85,8.2,10.0,33.9,0.41,28.5,34.4,27.1,,0.487,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T19:00,27.9,86,8.3,0.0,33.7,0.41,28.3,34.0,27.0,,0.479,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T20:00,27.1,88,6.2,0.0,32.9,0.41,27.5,32.1,26.4,,0.429,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T21:00,26.7,93,5.5,0.0,33.0,0.41,27.1,31.9,26.5,,0.43,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T22:00,26.4,95,5.1,0.0,32.7,0.41,26.8,31.4,26.4,,0.419,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-30T23:00,26.2,96,8.0,0.0,32.0,0.41,26.6,30.1,26.3,,0.397,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T00:00,26.0,95,11.5,0.0,31.0,0.41,26.4,29.4,26.0,,0.375,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T01:00,25.7,94,11.3,0.0,30.5,0.41,26.1,28.5,25.6,,0.346,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T02:00,25.4,94,10.8,0.0,30.1,0.41,25.8,27.7,25.3,,0.322,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T03:00,25.4,94,10.2,0.0,30.1,0.41,25.8,27.7,25.3,,0.322,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T04:00,25.5,92,10.1,0.0,30.2,0.41,25.9,27.9,25.2,,0.321,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T05:00,25.5,92,9.0,0.0,30.3,0.41,25.9,27.9,25.2,,0.321,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T06:00,25.7,92,8.5,19.0,30.7,0.41,26.1,28.4,25.4,,0.337,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T07:00,26.5,88,9.2,100.0,31.5,0.41,26.9,30.5,25.8,,0.384,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T08:00,27.1,86,9.3,159.0,32.3,0.41,27.5,31.7,26.2,,0.418,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T09:00,27.5,85,12.4,239.0,32.2,0.41,27.9,32.6,26.5,,0.442,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T10:00,28.0,82,16.6,418.0,31.9,0.41,28.4,33.5,26.7,,0.463,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T11:00,28.3,79,15.4,306.0,32.3,0.41,28.7,33.7,26.7,,0.464,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T12:00,29.0,76,16.6,446.0,32.8,0.41,29.4,35.0,27.1,,0.497,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T13:00,29.7,72,17.3,469.0,33.3,0.41,30.1,35.8,27.3,,0.519,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T14:00,30.1,70,17.4,456.0,33.7,0.41,30.5,36.3,27.5,,0.532,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T15:00,29.9,71,16.8,437.0,33.6,0.41,30.3,36.1,27.4,,0.525,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T16:00,29.3,74,15.7,304.0,33.2,0.41,29.7,35.3,27.1,,0.503,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T17:00,28.8,76,14.8,138.0,32.8,0.41,29.2,34.4,26.8,,0.479,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T18:00,28.4,78,13.7,9.0,32.5,0.41,28.8,33.8,26.6,,0.462,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T19:00,28.0,79,12.4,0.0,32.2,0.41,28.4,33.0,26.3,,0.439,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T20:00,27.6,80,11.4,0.0,31.9,0.41,28.0,32.1,26.1,,0.415,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T21:00,27.2,82,10.1,0.0,31.7,0.41,27.6,31.4,25.9,,0.398,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T22:00,26.9,84,9.1,0.0,31.6,0.41,27.3,30.9,25.8,,0.387,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-08-31T23:00,26.6,85,9.0,0.0,31.3,0.41,27.0,30.2,25.6,,0.37,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T00:00,26.6,84,9.8,0.0,31.0,0.41,27.0,30.1,25.5,,0.365,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T01:00,26.6,83,11.2,0.0,30.7,0.41,27.0,30.1,25.4,,0.359,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T02:00,26.6,82,11.7,0.0,30.6,0.41,27.0,30.0,25.3,,0.354,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T03:00,26.5,83,10.9,0.0,30.6,0.41,26.9,29.8,25.3,,0.352,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T04:00,26.2,85,10.0,0.0,30.6,0.41,26.6,29.3,25.2,,0.341,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T05:00,26.3,86,9.9,0.0,30.7,0.41,26.7,29.7,25.4,,0.354,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T06:00,26.8,84,10.5,24.0,31.2,0.41,27.2,30.6,25.7,,0.38,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T07:00,27.5,81,11.0,104.0,31.9,0.41,27.9,32.0,26.1,,0.416,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T08:00,28.1,78,11.5,181.0,32.5,0.41,28.5,33.0,26.4,,0.442,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T09:00,28.4,77,11.6,238.0,32.8,0.41,28.8,33.6,26.6,,0.458,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T10:00,28.6,76,12.7,292.0,32.9,0.41,29.0,33.9,26.7,,0.466,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T11:00,28.8,76,14.0,334.0,32.9,0.41,29.2,34.4,26.9,,0.481,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T12:00,29.2,74,14.8,340.0,33.2,0.41,29.6,35.0,27.1,,0.496,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T13:00,29.6,72,15.2,360.0,33.4,0.41,30.0,35.6,27.2,,0.511,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T14:00,29.8,71,14.8,363.0,33.7,0.41,30.2,35.8,27.3,,0.518,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T15:00,29.5,74,13.2,394.0,34.0,0.41,29.9,35.8,27.4,,0.52,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T16:00,29.0,80,10.9,270.0,34.2,0.41,29.4,35.9,27.5,,0.527,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T17:00,28.4,84,9.3,115.0,34.1,0.41,28.8,35.1,27.3,,0.506,Orange
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T18:00,27.8,86,8.1,6.0,33.6,0.41,28.2,33.7,26.9,,0.471,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T19:00,27.2,88,7.2,0.0,32.8,0.41,27.6,32.4,26.5,,0.437,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T20:00,26.7,89,7.0,0.0,32.1,0.41,27.1,31.2,26.1,,0.404,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T21:00,26.5,90,7.8,0.0,31.9,0.41,26.9,30.8,26.0,,0.395,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T22:00,26.5,91,9.3,0.0,31.7,0.41,26.9,31.0,26.1,,0.401,Yellow
W63,South-West Zone,12241,20.254995789758354,85.79444075659097,2026-09-01T23:00,26.5,91,10.2,0.0,31.6,0.41,26.9,31.0,26.1,,0.401,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T00:00,26.9,95,9.0,0.0,32.9,0.2,27.1,32.3,26.7,,0.442,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T01:00,26.9,95,10.7,0.0,32.7,0.2,27.1,32.3,26.7,,0.442,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T02:00,26.9,93,12.0,0.0,32.3,0.2,27.1,31.9,26.5,,0.429,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T03:00,26.5,92,12.4,0.0,31.5,0.2,26.7,30.6,26.0,,0.391,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T04:00,26.3,91,11.4,0.0,31.1,0.2,26.5,29.4,25.7,,0.363,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T05:00,26.3,90,11.1,0.0,31.0,0.2,26.5,29.3,25.6,,0.358,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T06:00,26.9,88,11.1,42.0,31.7,0.2,27.1,31.0,26.0,,0.397,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T07:00,28.3,82,13.0,212.0,33.1,0.2,28.5,33.8,26.8,,0.468,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T08:00,29.5,77,16.0,416.0,33.9,0.2,29.7,36.0,27.5,,0.527,Orange
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T09:00,30.5,74,15.7,616.0,35.5,0.2,30.7,38.0,28.2,,0.582,Orange
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T10:00,31.3,73,13.5,708.0,37.5,0.2,31.5,40.0,28.9,,0.639,Orange
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T11:00,31.6,71,11.5,738.0,38.1,0.2,31.8,40.2,29.0,,0.646,Orange
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T12:00,28.8,85,13.5,469.0,34.3,0.2,29.0,35.9,27.7,,0.533,Orange
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T13:00,29.2,83,7.0,451.0,35.7,0.2,29.4,36.6,27.9,,0.555,Orange
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T14:00,30.0,84,5.3,346.0,37.3,0.2,30.2,39.5,28.8,,0.63,Orange
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T15:00,29.4,88,4.6,297.0,36.9,0.2,29.6,38.7,28.6,,0.612,Orange
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T16:00,26.9,92,8.7,171.0,32.6,0.2,27.1,31.7,26.4,,0.426,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T17:00,26.7,94,0.4,61.0,33.8,0.2,26.9,31.5,26.5,,0.426,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T18:00,26.8,95,4.6,6.0,33.5,0.2,27.0,32.0,26.6,,0.434,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T19:00,26.5,97,8.5,0.0,32.6,0.2,26.7,31.4,26.4,,0.422,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T20:00,26.2,97,8.8,0.0,32.1,0.2,26.4,29.5,26.1,,0.384,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T21:00,26.1,97,8.7,0.0,31.9,0.2,26.3,29.2,26.0,,0.376,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T22:00,26.0,97,9.5,0.0,31.7,0.2,26.2,28.9,25.9,,0.367,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-28T23:00,26.1,97,8.7,0.0,31.9,0.2,26.3,29.2,26.0,,0.376,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-29T00:00,26.2,97,8.8,0.0,32.0,0.2,26.4,29.5,26.1,,0.384,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-29T01:00,26.2,96,8.3,0.0,32.1,0.2,26.4,29.5,26.1,,0.379,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-29T02:00,26.3,96,8.7,0.0,32.1,0.2,26.5,29.8,26.2,,0.388,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-29T03:00,25.2,98,11.7,0.0,30.1,0.2,25.4,26.5,25.2,,0.306,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-29T04:00,25.5,98,9.7,0.0,30.8,0.2,25.7,27.4,25.5,,0.33,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-29T05:00,25.7,97,10.1,0.0,31.1,0.2,25.9,28.0,25.6,,0.343,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-29T06:00,26.2,98,8.6,28.0,32.1,0.2,26.4,29.6,26.3,,0.39,Yellow
W50,South-West Zone,11795,20.26645106904951,85.79985998432348,2026-08-29T07:00,26.9,97,6.8,106.0,33.6,0.2,27.1,32.7,26.9,,0.458,Yellow
